Gene,Scaffold,Chromosome,ZorA,Non.sites,Syn.sites,pN,pS,dN,dS,SPM.Female
Msex2.00298,scaffold00006,4,A,1852,674,3,13,12,21,0.722334585379948
Msex2.00299,scaffold00006,4,A,999.333333333333,350.666666666667,3,14,1,8,0.180919932953866
Msex2.00301,scaffold00006,4,A,411,126,3,7,0,14,0.340085639585671
Msex2.00302,scaffold00006,4,A,720.666666666667,227.333333333333,3,18,0,8,0.300205446808765
Msex2.00303,scaffold00006,4,A,662,196,3,6,4,11,0.132219292264962
Msex2.00304,scaffold00006,4,A,413.333333333333,126.666666666667,0,4,3,10,0.584903113145297
Msex2.00305,scaffold00004,23,A,565.333333333333,178.666666666667,2,24,0,1,1.46421221315676e-05
Msex2.00306,scaffold00004,23,A,651.333333333333,206.666666666667,6,15,0,5,0
Msex2.00307,scaffold00004,23,A,872.666666666667,252.333333333333,15,3,6,0,4.54535871214962e-06
Msex2.00308,scaffold00004,23,A,2037.66666666667,587.333333333333,51,38,18,10,0.203076224960383
Msex2.00309,scaffold00004,23,A,599.666666666667,168.333333333333,1,3,0,5,0.367242805261881
Msex2.00310,scaffold00004,23,A,1296.33333333333,347.666666666667,1,45,0,16,0.651062241892467
Msex2.00311,scaffold00004,23,A,421.666666666667,109.333333333333,5,13,1,3,0.60668056689263
Msex2.00312,scaffold00004,23,A,2287,617,40,49,12,30,0.076734230137453
Msex2.00313,scaffold00004,23,A,211,56,39,18,8,9,0.505631103994203
Msex2.00314,scaffold00004,23,A,1862.66666666667,714.333333333333,0,0,0,0,0.409624333148543
Msex2.00315,scaffold00004,23,A,1920.66666666667,641.333333333333,11,31,5,6,0.533358949952643
Msex2.00316,scaffold00004,23,A,988,284,29,26,11,7,0.366323913213544
Msex2.00317,scaffold00004,23,A,3731,958,91,93,65,52,1.41222572281596e-05
Msex2.00318,scaffold00004,23,A,536.666666666667,144.333333333333,16,19,4,5,0.565412791654925
Msex2.00319,scaffold00004,23,A,951,246,26,17,13,9,1.4455047878551e-05
Msex2.00320,scaffold00004,23,A,6164.66666666667,1449.33333333333,44,28,15,17,0.711503040469553
Msex2.00321,scaffold00004,23,A,4808.66666666667,1218.33333333333,125,64,92,64,0.00338736023215261
Msex2.00322,scaffold00004,23,A,2673.33333333333,725.666666666666,22,59,8,23,0.438195675838144
Msex2.00323,scaffold00004,23,A,1182.66666666667,314.333333333333,6,19,7,16,0.55588332360858
Msex2.00324,scaffold00004,23,A,1118,301,24,12,21,33,0.840929700389815
Msex2.00325,scaffold00004,23,A,1527,402,6,14,3,17,5.89862848189788e-05
Msex2.00326,scaffold00004,23,A,969.666666666667,287.333333333333,6,11,4,27,0.281732419630381
Msex2.00327,scaffold00004,23,A,3030.66666666667,1007.33333333333,15,15,15,34,0.64146136639099
Msex2.00328,scaffold00004,23,A,690,183,4,4,4,15,0.367437105821277
Msex2.00329,scaffold00004,23,A,513.333333333333,140.666666666667,2,1,2,7,0.482760241355575
Msex2.00330,scaffold00004,23,A,410,109,4,4,4,13,0.472524256778361
Msex2.00331,scaffold00004,23,A,3795.33333333333,1112.66666666667,35,14,33,23,0.18962131064205
Msex2.00332,scaffold00004,23,A,173.666666666667,42.3333333333333,2,1,0,0,0.526194605077121
Msex2.00333,scaffold00004,23,A,1868.66666666667,531.333333333333,22,19,18,9,0.715622288280577
Msex2.00334,scaffold00004,23,A,1861.33333333333,586.666666666667,5,31,2,18,0.566911903285703
Msex2.00335,scaffold00004,23,A,38.3333333333333,6.66666666666666,1,1,0,0,0.23445121678322
Msex2.00336,scaffold00004,23,A,2316,744,7,18,3,20,0.548047969193013
Msex2.00337,scaffold00004,23,A,78.3333333333333,23.6666666666667,0,1,0,2,0.358464106662961
Msex2.00338,scaffold00004,23,A,1228,311,25,21,11,34,0.5085119571067
Msex2.00339,scaffold00004,23,A,1106,301,4,9,5,42,0.52872213238085
Msex2.00340,scaffold00004,23,A,3543.33333333333,1022.66666666667,31,48,14,27,0.502221920804044
Msex2.00341,scaffold00004,23,A,756.666666666667,212.333333333333,4,10,0,15,0.413561406223165
Msex2.00342,scaffold00004,23,A,1668.33333333333,470.666666666667,22,25,14,17,0.676276666547967
Msex2.00343,scaffold00004,23,A,637.666666666667,202.333333333333,1,10,0,8,0.471950354888953
Msex2.00344,scaffold00004,23,A,350,106,13,2,5,2,0.523998653941873
Msex2.00345,scaffold00004,23,A,589,170,12,18,7,14,0.810885557077732
Msex2.00346,scaffold00004,23,A,366,120,6,8,12,3,0.307039793297487
Msex2.00347,scaffold00004,23,A,307.666666666667,115.333333333333,7,3,9,3,0.989531164173317
Msex2.00348,scaffold00004,23,A,4416.66666666667,1418.33333333333,40,9,19,5,0.431604596747931
Msex2.00349,scaffold00004,23,A,2593,710,27,37,15,41,0.190216397439805
Msex2.00350,scaffold00004,23,A,4923.33333333333,1316.66666666667,0,1,28,52,0.199684137871869
Msex2.00351,scaffold00004,23,A,1330.33333333333,346.666666666667,56,42,13,24,0.225167677428637
Msex2.00352,scaffold00004,23,A,1049,292,0,10,0,5,0.552293964509479
Msex2.00353,scaffold00004,23,A,335.666666666667,78.3333333333333,4,12,0,9,0.705868295852708
Msex2.00354,scaffold00004,23,A,4870.33333333333,1546.66666666667,18,15,2,27,0.67648504928366
Msex2.00355,scaffold00004,23,A,1261.33333333333,337.666666666667,13,11,22,37,0.827174844454747
Msex2.00356,scaffold00004,23,A,787.333333333333,259.666666666667,14,4,22,3,0.890693432852196
Msex2.00357,scaffold00004,23,A,579.333333333333,197.666666666667,4,1,13,9,0.524750349260209
Msex2.00358,scaffold00004,23,A,1824.66666666667,545.333333333333,23,28,19,25,0.495433090085936
Msex2.00359,scaffold00004,23,A,584.333333333333,159.666666666667,5,6,8,12,0.327985655902576
Msex2.00360,scaffold00004,23,A,3498.66666666667,1010.33333333333,28,8,50,19,0.536469522357913
Msex2.00361,scaffold00004,23,A,791.333333333333,282.666666666667,22,7,8,4,0.658952941624584
Msex2.00362,scaffold00004,23,A,873,228,5,14,7,21,0.527274356728042
Msex2.00363,scaffold00004,23,A,1227.33333333333,326.666666666667,26,7,15,4,0.40582747925772
Msex2.00364,scaffold00004,23,A,589.666666666667,169.333333333333,5,3,3,3,0.191646974819479
Msex2.00365,scaffold00004,23,A,5108.33333333333,1344.66666666667,20,37,13,27,0.810640835561226
Msex2.00366,scaffold00004,23,A,5076.66666666667,1388.33333333333,32,31,22,43,0.791624391747069
Msex2.00367,scaffold00004,23,A,1815.66666666667,500.333333333333,32,39,49,24,0.760383550306015
Msex2.00368,scaffold00004,23,A,3045.66666666667,806.333333333333,91,52,9,34,0.148083671117165
Msex2.00369,scaffold00004,23,A,2663.66666666667,747.333333333333,37,71,28,20,0.0868559578880204
Msex2.00370,scaffold00004,23,A,3818.66666666667,1062.33333333333,42,39,25,23,0.05201200276987
Msex2.00371,scaffold00004,23,A,435,141,6,31,1,8,0.981806235708889
Msex2.00372,scaffold00004,23,A,1894.66666666667,541.333333333333,20,12,7,10,1.01716785475052e-05
Msex2.00373,scaffold00004,23,A,652,170,7,15,12,12,0.584844895353119
Msex2.00374,scaffold00004,23,A,374.333333333333,96.6666666666666,9,9,13,9,0.831062079935951
Msex2.00375,scaffold00004,23,A,1700.33333333333,543.666666666667,46,18,21,19,0.721146202440013
Msex2.00376,scaffold00004,23,A,1512.33333333333,389.666666666667,11,41,18,57,7.00866221913624e-06
Msex2.00377,scaffold00004,23,A,2139.33333333333,638.666666666667,18,35,7,33,0.720288044745289
Msex2.00378,scaffold00004,23,A,688.333333333333,190.666666666667,9,48,2,18,NA
Msex2.00379,scaffold00004,23,A,276.333333333333,86.6666666666666,2,5,3,9,0.546627157050724
Msex2.00380,scaffold00004,23,A,1299,345,30,45,16,15,0.646295177636247
Msex2.00381,scaffold00004,23,A,3562.33333333333,1054.66666666667,15,39,5,41,0.653646020214264
Msex2.00382,scaffold00004,23,A,444.666666666667,125.333333333333,10,4,10,4,0.976794968986976
Msex2.00383,scaffold00004,23,A,214.666666666667,58.3333333333333,7,4,4,2,0.0731741892485176
Msex2.00384,scaffold00004,23,A,571,143,17,3,16,5,0.143399563979425
Msex2.00385,scaffold00004,23,A,546.333333333333,137.666666666667,9,10,8,13,0.598272671485785
Msex2.00386,scaffold00004,23,A,352.333333333333,112.666666666667,4,10,0,10,0.525379655918615
Msex2.00387,scaffold00004,23,A,1322.66666666667,396.333333333333,12,1,13,2,0.479113680709196
Msex2.00388,scaffold00004,23,A,553.666666666667,160.333333333333,22,3,13,1,0.997264798657607
Msex2.00389,scaffold00004,23,A,554.666666666667,153.333333333333,13,3,10,0,0.899231429622665
Msex2.00390,scaffold00004,23,A,581.666666666667,183.333333333333,2,15,2,19,0.697863534873533
Msex2.00391,scaffold00004,23,A,1907.66666666667,582.333333333333,41,22,26,25,0.138759021425557
Msex2.00392,scaffold00004,23,A,541,167,3,3,3,9,0.536822218265233
Msex2.00393,scaffold00004,23,A,4451.66666666667,1398.33333333333,15,18,29,22,0.000740778925289382
Msex2.00394,scaffold00004,23,A,433.333333333333,115.666666666667,1,0,0,2,0.507623374465594
Msex2.00395,scaffold00004,23,A,1501,491,18,17,18,28,0.801040986180023
Msex2.00396,scaffold00004,23,A,2248.33333333333,703.666666666667,20,6,43,16,0.847427881567913
Msex2.00397,scaffold00004,23,A,1466.33333333333,438.666666666667,2,0,0,0,0.532116113138585
Msex2.00398,scaffold00004,23,A,724.333333333333,220.666666666667,0,0,0,0,0.649609627360744
Msex2.00399,scaffold00004,23,A,4532.33333333333,1440.66666666667,11,10,54,77,0.252307076680626
Msex2.00400,scaffold00004,23,A,1327,404,39,23,31,25,0.115912726053187
Msex2.00401,scaffold00004,23,A,1349,424,51,23,45,19,0.68741421214923
Msex2.00402,scaffold00004,23,A,1240,398,34,25,37,17,0.734253363499404
Msex2.00403,scaffold00004,23,A,1158,288,26,2,11,2,0.466884754977508
Msex2.00404,scaffold00004,23,A,2763.66666666667,836.333333333333,43,26,33,24,0.811962532455004
Msex2.00405,scaffold00004,23,A,871,293,30,11,36,8,0.0714985182096715
Msex2.00406,scaffold00004,23,A,1246,395,34,19,45,13,0.431342017175578
Msex2.00407,scaffold00004,23,A,3745,1271,51,46,35,25,0.916950739953826
Msex2.00408,scaffold00004,23,A,2207,781,42,10,24,21,0.531575291877172
Msex2.00409,scaffold00004,23,A,575,187,4,4,1,3,0.524734819614593
Msex2.00410,scaffold00004,23,A,2245,779,9,17,6,27,0.600630726522029
Msex2.00411,scaffold00004,23,A,534,183,0,1,0,0,0.587561875052976
Msex2.00412,scaffold00004,23,A,1322.33333333333,483.666666666667,16,8,31,17,0.523667886767748
Msex2.00413,scaffold00004,23,A,325,98,7,2,6,3,0.518308186591834
Msex2.00414,scaffold00004,23,A,201.333333333333,59.6666666666667,2,0,7,2,0.390889371804153
Msex2.00415,scaffold00004,23,A,216.333333333333,77.6666666666667,6,1,10,2,0.544984008360593
Msex2.00416,scaffold00004,23,A,935.333333333333,345.666666666667,10,8,10,19,0.0386937094382044
Msex2.00417,scaffold00004,23,A,5844.66666666667,1796.33333333333,25,16,31,31,0.417990302624979
Msex2.00418,scaffold00004,23,A,704,199,0,0,2,2,0.33471260232077
Msex2.00419,scaffold00005,18,A,1986.33333333333,617.666666666667,78,6,6,0,0.677493246086269
Msex2.00420,scaffold00005,18,A,1993.33333333333,580.666666666667,24,6,0,2,7.21492044646464e-07
Msex2.00421,scaffold00005,18,A,332,85,3,5,0,2,0.374596792895575
Msex2.00422,scaffold00005,18,A,4760,1144,26,20,19,9,0.468341902522743
Msex2.00423,scaffold00005,18,A,570.666666666667,155.333333333333,5,5,4,4,0.471636518245877
Msex2.00424,scaffold00005,18,A,1367.66666666667,429.333333333333,21,19,5,14,0.616557240308482
Msex2.00425,scaffold00005,18,A,826,236,7,4,4,4,0.736656743100309
Msex2.00426,scaffold00005,18,A,1270.33333333333,328.666666666667,10,10,14,16,0.549230748522741
Msex2.00427,scaffold00005,18,A,387.333333333333,110.666666666667,4,14,6,6,0.351363692971896
Msex2.00428,scaffold00005,18,A,469.666666666667,139.333333333333,14,2,2,1,0.153429781908945
Msex2.00429,scaffold00005,18,A,262.333333333333,73.6666666666666,0,5,0,1,0.59279985430634
Msex2.00430,scaffold00005,18,A,259.333333333333,67.6666666666666,0,1,1,4,0.0227860369442854
Msex2.00431,scaffold00005,18,A,2572.33333333333,760.666666666666,60,39,29,27,0.000207246193494571
Msex2.00432,scaffold00005,18,A,1589,451,12,1,17,4,0.000110403370982927
Msex2.00433,scaffold00005,18,A,2460.66666666667,737.333333333333,2,5,3,7,0.697288075032869
Msex2.00434,scaffold00005,18,A,7115.66666666667,2004.33333333333,7,4,16,8,0.570265829578011
Msex2.00435,scaffold00005,18,A,12729.3333333333,3593.66666666667,56,37,102,122,0.614522927644224
Msex2.00436,scaffold00005,18,A,411,111,5,0,4,0,0.488004221673095
Msex2.00437,scaffold00005,18,A,1306.33333333333,304.666666666667,5,13,7,23,0.658893565399729
Msex2.00438,scaffold00005,18,A,275,70,0,1,0,3,0.688677771259971
Msex2.00439,scaffold00005,18,A,610.333333333333,154.666666666667,7,5,9,2,0.454805653513957
Msex2.00440,scaffold00005,18,A,582,165,12,6,9,3,0.696763736299722
Msex2.00441,scaffold00005,18,A,1169,385,20,35,6,23,0.957623458611128
Msex2.00442,scaffold00005,18,A,1007,313,11,16,6,23,0.915442146942367
Msex2.00443,scaffold00005,18,A,3595.33333333333,1012.66666666667,34,79,13,21,0.664704855962997
Msex2.00444,scaffold00005,18,A,2630.33333333333,690.666666666666,46,66,26,57,0.375025210949264
Msex2.00445,scaffold00005,18,A,695.666666666667,219.333333333333,11,36,10,17,NA
Msex2.00446,scaffold00005,18,A,726,246,9,20,5,17,0.917431192660551
Msex2.00447,scaffold00005,18,A,1050,273,10,12,43,21,1
Msex2.00448,scaffold00005,18,A,473,124,0,10,1,9,0.145370723989307
Msex2.00449,scaffold00005,18,A,1779.33333333333,509.666666666667,32,26,16,19,0.227247495144375
Msex2.00450,scaffold00005,18,A,3312.33333333333,866.666666666666,58,35,58,41,0.000821227525870596
Msex2.00451,scaffold00005,18,A,843.666666666667,242.333333333333,15,12,10,21,1.48112283726746e-06
Msex2.00452,scaffold00005,18,A,1061.66666666667,291.333333333333,28,19,10,16,7.00099258970738e-05
Msex2.00453,scaffold00005,18,A,1721.33333333333,486.666666666667,4,7,11,7,0.781522178717628
Msex2.00454,scaffold00005,18,A,896.666666666667,243.333333333333,3,4,2,7,0.673276569247319
Msex2.00455,scaffold00005,18,A,823.666666666667,220.333333333333,31,19,7,8,0.343586652476525
Msex2.00456,scaffold00005,18,A,1203.66666666667,380.333333333333,11,19,5,21,0.586474300033818
Msex2.00457,scaffold00005,18,A,2417.66666666667,699.333333333333,21,33,22,23,0.534661094596829
Msex2.00458,scaffold00005,18,A,2827,713,26,12,11,4,0.000201156650741765
Msex2.00459,scaffold00005,18,A,675.333333333333,179.666666666667,15,21,10,13,0.500657029939758
Msex2.00460,scaffold00005,18,A,1030,263,7,8,12,12,0.588326399762239
Msex2.00461,scaffold00005,18,A,768.333333333333,191.666666666667,4,7,4,8,0.627106969533772
Msex2.00462,scaffold00005,18,A,1115,286,4,4,5,5,0.522305236657313
Msex2.00463,scaffold00005,18,A,84,21,2,2,0,0,0.984920829326024
Msex2.00464,scaffold00005,18,A,726.666666666667,167.333333333333,9,7,5,2,0.516508723485847
Msex2.00465,scaffold00005,18,A,704,154,2,3,10,6,0.13560509342266
Msex2.00466,scaffold00005,18,A,259,56,3,2,3,0,0.950791965418037
Msex2.00467,scaffold00005,18,A,700.666666666667,160.333333333333,3,1,7,3,0.853603599191979
Msex2.00468,scaffold00005,18,A,682,158,2,4,11,4,0.784069187487263
Msex2.00469,scaffold00005,18,A,634.666666666667,190.333333333333,4,11,4,17,0.503200371848718
Msex2.00470,scaffold00005,18,A,2278.33333333333,577.666666666667,21,8,28,7,0.129572653489445
Msex2.00471,scaffold00005,18,A,1044.66666666667,272.333333333333,11,12,4,18,0.00123386040103593
Msex2.00472,scaffold00005,18,A,628.666666666667,211.333333333333,8,7,7,0,0.939072294191392
Msex2.00473,scaffold00005,18,A,4214.66666666667,1167.33333333333,47,67,26,30,0.883627377736912
Msex2.00474,scaffold00005,18,A,287,103,0,5,0,3,0.589029369155079
Msex2.00475,scaffold00005,18,A,3967.66666666667,1033.33333333333,95,86,50,50,0.271519226832908
Msex2.00476,scaffold00005,18,A,485.333333333333,126.666666666667,2,10,6,10,0.64295696553406
Msex2.00477,scaffold00005,18,A,739.333333333333,214.666666666667,5,3,9,22,0.614506166002168
Msex2.00478,scaffold00005,18,A,1144,293,7,7,11,24,0.695196469398133
Msex2.00479,scaffold00005,18,A,16010.3333333333,3939.66666666667,16,9,53,41,0.575099428545311
Msex2.00480,scaffold00005,18,A,340.666666666667,85.3333333333333,6,10,2,3,NA
Msex2.00481,scaffold00005,18,A,735.333333333333,218.666666666667,5,7,2,6,0.0667237371772136
Msex2.00482,scaffold00005,18,A,466.666666666667,145.333333333333,3,2,6,11,0.329319278184742
Msex2.00483,scaffold00005,18,A,1757.66666666667,495.333333333333,29,9,31,7,0.519318039228725
Msex2.00484,scaffold00005,18,A,758.333333333333,180.666666666667,7,7,18,7,0.129203036686296
Msex2.00485,scaffold00005,18,A,1322.66666666667,333.333333333333,9,2,12,3,0.719370396810085
Msex2.00486,scaffold00005,18,A,264.333333333333,86.6666666666666,4,0,0,0,0.811602670497258
Msex2.00487,scaffold00005,18,A,250.333333333333,70.6666666666666,9,2,4,2,0.630448917876081
Msex2.00488,scaffold00005,18,A,11159,3118,29,24,22,40,0.59121972037803
Msex2.00489,scaffold00005,18,A,593.666666666667,174.333333333333,4,8,6,5,0.518116561463814
Msex2.00490,scaffold00005,18,A,958,305,3,18,2,27,0.549022874910806
Msex2.00491,scaffold00005,18,A,959,289,6,6,18,8,0.642673467916599
Msex2.00492,scaffold00005,18,A,586,176,3,4,17,12,0.00209854193917504
Msex2.00493,scaffold00005,18,A,608.666666666667,174.333333333333,5,7,24,13,2.46491389582322e-05
Msex2.00494,scaffold00005,18,A,529,161,9,6,11,16,2.00470956143131e-06
Msex2.00495,scaffold00005,18,A,544.333333333333,133.666666666667,12,8,12,16,0.444371824023049
Msex2.00496,scaffold00005,18,A,3460,851,95,60,96,49,0.7188718471128
Msex2.00497,scaffold00005,18,A,209,43,2,1,1,0,0.519124444267824
Msex2.00498,scaffold00005,18,A,1203,303,16,6,8,12,0.484969460801558
Msex2.00499,scaffold00005,18,A,2864,811,49,11,34,9,0.64191836106424
Msex2.00500,scaffold00005,18,A,707.666666666667,174.333333333333,1,4,2,15,0.457943985613817
Msex2.00501,scaffold00005,18,A,1268.33333333333,339.666666666667,3,14,11,53,0.254904250953017
Msex2.00502,scaffold00005,18,A,1725,453,7,2,19,7,0.633838971594638
Msex2.00503,scaffold00005,18,A,5641.33333333333,1489.66666666667,42,16,45,14,0.000556859028411258
Msex2.00504,scaffold00005,18,A,13925.6666666667,3795.33333333333,35,29,70,48,0.611269227188359
Msex2.00505,scaffold00005,18,A,1481,373,5,3,9,4,0.5354543271928
Msex2.00506,scaffold00005,18,A,1633.33333333333,406.666666666667,15,3,9,10,0.492787092614155
Msex2.00507,scaffold00005,18,A,646.333333333333,187.666666666667,5,2,12,6,0.317848971163063
Msex2.00508,scaffold00005,18,A,470.666666666667,126.333333333333,0,3,1,25,0.546264610820124
Msex2.00509,scaffold00005,18,A,2357,721,20,26,19,36,0.600360987361026
Msex2.00510,scaffold00005,18,A,2165.66666666667,579.333333333333,9,14,21,70,0.737425110483325
Msex2.00511,scaffold00005,18,A,4632,1650,21,8,16,10,0.58434376433631
Msex2.00512,scaffold00005,18,A,844,218,7,17,13,21,0.428490281510417
Msex2.00513,scaffold00005,18,A,854.333333333333,231.666666666667,24,12,21,9,0.00120773707894846
Msex2.00514,scaffold00005,18,A,1208.33333333333,360.666666666667,31,2,17,6,0.479493762646449
Msex2.00515,scaffold00005,18,A,592.333333333333,205.666666666667,3,9,1,22,0.125249943254119
Msex2.00516,scaffold00005,18,A,948.666666666667,299.333333333333,8,16,7,34,0.543935165225081
Msex2.00517,scaffold00005,18,A,1592.66666666667,552.333333333333,8,20,16,57,0.523126998967994
Msex2.00518,scaffold00005,18,A,1601.33333333333,447.666666666667,7,15,6,25,0.503264427183999
Msex2.00519,scaffold00005,18,A,713.333333333333,192.666666666667,3,3,6,3,0.362143153972526
Msex2.00520,scaffold00005,18,A,534.333333333333,125.666666666667,11,9,15,4,0.0550844799235395
Msex2.00521,scaffold00005,18,A,6560,2023,8,2,3,0,0.478461486223137
Msex2.00522,scaffold00005,18,A,1507,449,8,3,28,8,0.538901987201078
Msex2.00523,scaffold00005,18,A,12922.6666666667,3469.33333333333,18,18,46,34,0.54535232279953
Msex2.00524,scaffold00005,18,A,7586,2320,4,4,7,12,0.279498532939316
Msex2.00525,scaffold00005,18,A,837,237,5,6,10,19,0.32212825954318
Msex2.00526,scaffold00005,18,A,593.666666666667,159.333333333333,7,2,16,0,0.453949775308359
Msex2.00527,scaffold00005,18,A,681.333333333333,176.666666666667,6,3,10,12,0.503913660006789
Msex2.00528,scaffold00005,18,A,1520,352,14,12,36,46,0.278795050829574
Msex2.00529,scaffold00005,18,A,1321.66666666667,421.333333333333,5,17,6,28,0.539714193755178
Msex2.00530,scaffold00005,18,A,1034,292,7,0,16,9,0.485509324082459
Msex2.00531,scaffold00005,18,A,224,52,0,1,0,12,0.271995563685197
Msex2.00532,scaffold00005,18,A,1213.66666666667,337.333333333333,21,22,34,34,0.449725423555704
Msex2.00533,scaffold00005,18,A,1202.33333333333,333.666666666667,25,19,16,22,0.47985104577356
Msex2.00534,scaffold00005,18,A,1191.66666666667,335.333333333333,15,6,17,17,0.872216633306023
Msex2.00535,scaffold00007,6,A,2480,709,3,15,0,1,0.180995427897334
Msex2.00536,scaffold00007,6,A,5261,1387,41,19,5,3,0.0232955050174545
Msex2.00537,scaffold00007,6,A,577,152,0,0,1,1,0.000664732651446638
